PREGUNTA,Parte,Dificultad,OPCION_CORRECTA,TEXTO,Discriminacion,_,__
Choose the most appropriate response to this statement.<br><br>It&#146;s a nice atmosphere. I see many people here are enjoying the festival.,1.0,0.08090033827000001,S,b)I am enjoying it too.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>It&#146;s a nice atmosphere. I see many people here are enjoying the festival.,1.0,0.08090033827000001,N,"a)I definitely, the weather is excellent!",1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>I told him to clean his room, but it went in one ear and out the other.",3.0,-0.5770498022,N,c) You could&#146;ve told him to stop right away.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>I told him to clean his room, but it went in one ear and out the other.",3.0,-0.5770498022,N,b) I would&#146;ve given him a reward.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>I told him to clean his room, but it went in one ear and out the other.",3.0,-0.5770498022,S,a) I wouldn&#146;t have allowed him to go out.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>I wonder why she hit the road so early.,3.0,2.045559023,N,c) She might&#146;ve wanted to stay a little more.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>I wonder why she hit the road so early.,3.0,2.045559023,N,b) She may have been hit very hard.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>I wonder why she hit the road so early.,3.0,2.045559023,S,a) She must have arrived home already.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>I would never eat chocolate after going to the dentist. My mother used to scold me for doing so.,2.0,0.7275887845000001,N,a) No wonder you have such rotten teeth.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>I would never eat chocolate after going to the dentist. My mother used to scold me for doing so.,2.0,0.7275887845000001,N,b) So you must have loved going to the dentist.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>I would never eat chocolate after going to the dentist. My mother used to scold me for doing so.,2.0,0.7275887845000001,S,c) Your mother was right. Sugar can cause tooth decay.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>Janet won&#146;t be at the meeting, but she will send somebody else.",2.0,0.7554364557,S,c) It must be Sally. She always goes on behalf of Janet.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>Janet won&#146;t be at the meeting, but she will send somebody else.",2.0,0.7554364557,N,b) Let&#146;s not wait for Janet any longer.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>Janet won&#146;t be at the meeting, but she will send somebody else.",2.0,0.7554364557,N,a) Wait! That must be Janet knocking at the door.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Jeremy should make his classes more interesting.,1.0,-0.9752494293999999,N,a) He should really talk to a psychologist about his depression.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Jeremy should make his classes more interesting.,1.0,-0.9752494293999999,N,b) Thank god! It's good to have an interesting teacher for a change.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Jeremy should make his classes more interesting.,1.0,-0.9752494293999999,S,c) He should make an effort to find fun activities for his students.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look at all the paparazzi next to that red car. ,1.0,1.063365127,S,b) I don&#146;t think the guy inside is having fun.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look at all the paparazzi next to that red car. ,1.0,1.063365127,N,b)They&#146;re fixing the car.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look at all the paparazzi next to that red car. ,1.0,1.063365127,N,"a) Yeah, they&#146;re serving lunch now.",1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look at that parade! The marching band are playing so well.,1.0,-0.5636231322999999,N,a)When's the parade?,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look at that parade! The marching band are playing so well.,1.0,-0.5636231322999999,S,b)And they are walking so proudly.  ,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look at that parade! The marching band are playing so well.,1.0,-0.5636231322999999,N,"a) So, let&#146;s go to the play in March.",1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look! That guy is climbing up onto the statue.,1.0,1.45244129,N,c) Interesting! But I don&#146;t like the statue.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look! That guy is climbing up onto the statue.,1.0,1.45244129,N,b) Oh no! The statue is not very clean.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Look! That guy is climbing up onto the statue.,1.0,1.45244129,S,a) Wow! And look at all those people looking at him.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Sorry about that. I didn&#146;t see where I was going.,2.0,1.059776456,S,c) You could be more careful next time. You can break it very easily.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Sorry about that. I didn&#146;t see where I was going.,2.0,1.059776456,N,b) I got lost too!,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Sorry about that. I didn&#146;t see where I was going.,2.0,1.059776456,N,a) It's better to be late than sorry.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The bride is extremely nervous. What could the matter be?,2.0,1.117699788,S,a) She&#146;s been waiting for the groom for at least ten minutes.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The bride is extremely nervous. What could the matter be?,2.0,1.117699788,N,c) They have just come back from their honeymoon .,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The bride is extremely nervous. What could the matter be?,2.0,1.117699788,N,b) Her fiancee has just arrived.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The car stopped when I least expected it.,3.0,1.019854072,S,a) Maybe you didn&#146;t get the oil changed when you were supposed to.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The car stopped when I least expected it.,3.0,1.019854072,N,b) You should have had that leak stopped.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The car stopped when I least expected it.,3.0,1.019854072,N,c) You should have had the brakes slammed.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The house paint is peeling.,3.0,1.1646164620000001,N,c) They must have painted it recently.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The house paint is peeling.,3.0,1.1646164620000001,S,b) We should have it painted.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>The house paint is peeling.,3.0,1.1646164620000001,N,a) They had it painted.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Their window is still broken.,3.0,0.1712043389,N,c) It was repaired over the weekend.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Their window is still broken.,3.0,0.1712043389,S,b) They should have it fixed.,1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Their window is still broken.,3.0,0.1712043389,N,a) They must have had somebody fix it.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>The king of birds  feeds its offspring with live rodents, among other things.",2.0,1.5324073759999999,N,c) Have you ever seen an octopus?,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>The king of birds  feeds its offspring with live rodents, among other things.",2.0,1.5324073759999999,N,b) I bet  you&#146;ve been at this event before.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>The king of birds  feeds its offspring with live rodents, among other things.",2.0,1.5324073759999999,S,a) I&#8217;ve always wanted to see a bald eagle. ,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>The line at the baker&#146;s didn&#146;t use to be so long, but now it&#146;s terrible.",2.0,-0.8740531461,N,"a) Yes. Before, we had to line up for a long time.",1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>The line at the baker&#146;s didn&#146;t use to be so long, but now it&#146;s terrible.",2.0,-0.8740531461,S,b) It must be the new Arabic bread they are baking now. It&#146;s delicious.,1.0,0.0,0.0
"Choose the most appropriate response to this statement.<br><br>The line at the baker&#146;s didn&#146;t use to be so long, but now it&#146;s terrible.",2.0,-0.8740531461,N,c) It&#146;s good that we&#146;re in a hurry though.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There are a lot of parks and museums in my neighborhood.,1.0,-1.249547839,N,c) That&#146;s terreble! There&#146;s no parking near the museum.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There are a lot of parks and museums in my neighborhood.,1.0,-1.249547839,S,"b) That sounds good. So, many people come to visit?",1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There are a lot of parks and museums in my neighborhood.,1.0,-1.249547839,N,"a) So, there isn't much to do during the day.",1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There aren&#146;t many channels to watch.,1.0,0.4104009098,S,a) I know. I&#146;m going to change my cable company service.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There aren&#146;t many channels to watch.,1.0,0.4104009098,N,"b) Yes, I just got the new ESPN.",1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There aren&#146;t many channels to watch.,1.0,0.4104009098,N,c) And wait till you see  the rest of the channels.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There are plenty of rooms in this apartment.,1.0,0.4090590958,S,"c) That's good, we're eight in my family.",1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There are plenty of rooms in this apartment.,1.0,0.4090590958,N,b) You are right there&#146;s plenty to do here.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There are plenty of rooms in this apartment.,1.0,0.4090590958,N,a) No thanks. I don't like small apartments.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There is a lot of cheese in the fridge.,1.0,0.8217929814,N,c) Too much meat is bad for you.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There is a lot of cheese in the fridge.,1.0,0.8217929814,N,b) I told you to go grocery shopping.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There is a lot of cheese in the fridge.,1.0,0.8217929814,S,"a) So, why don't we make some sandwiches?",1.0,0.0,0.0
"Choose the most appropriate response to this statement .<br><br>There isn&#146;t any bread or ham, but there&#146;s some fruit.",1.0,0.1851059314,S,"c) Thanks, I&#146;ll have a banana.",1.0,0.0,0.0
"Choose the most appropriate response to this statement .<br><br>There isn&#146;t any bread or ham, but there&#146;s some fruit.",1.0,0.1851059314,N,b) I told you to buy some apples and you didn't listen to me.,1.0,0.0,0.0
"Choose the most appropriate response to this statement .<br><br>There isn&#146;t any bread or ham, but there&#146;s some fruit.",1.0,0.1851059314,N,a) O.k. I'll have some ham.,1.0,0.0,0.0
Choose the most appropriate response to this statement .<br><br>There's a lot of traffic at this time of the day.,1.0,-1.1893959159999998,N,"c) So, we'll get there with plenty of time.",1.0,0.0,0.0
